produto,Unnamed: 1,prediction
suco fruits 2l maracuja,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,refresco', '__label__sucos,polpa', '__label__sucos,xarope'), array([0.55122268, 0.09197091, 0.03733016, 0.03597371, 0.03278263]))"
broca chata makita,,"(('__label__conveniências,cola', '__label__conveniências,fita', '__label__churrasco,carvão', '__label__produtos', '__label__cozinha,porta'), array([0.00864957, 0.00697521, 0.00597016, 0.00577685, 0.00533312]))"
amaryl 6mg com 30 comprimidos,,"(('__label__farmácia', '__label__vitaminas,vitamina', '__label__medicamento', '__label__suplementos', '__label__ovos,ovos'), array([0.1846607 , 0.17515402, 0.06506156, 0.04199665, 0.00926147]))"
curat adul 35 alev 3,,"(('__label__cabelo,pente', '__label__cozinha,kit', '__label__cabelo,kit', '__label__cozinha,faca', '__label__higiene'), array([0.0163154 , 0.01575936, 0.01095983, 0.01052896, 0.00907158]))"
d leite confei confi,,"(('__label__chocolates,bombom', '__label__chocolates,chocolate', '__label__biscoitos', '__label__suplementos', '__label__chocolates,choc'), array([0.42154357, 0.18504724, 0.04679353, 0.03575359, 0.02011815]))"
d leite confiare 400,,"(('__label__pães,pão', '__label__biscoitos', '__label__chocolates,bombom', '__label__pães,pao', '__label__chocolates,chocolate'), array([0.16740513, 0.05889739, 0.0527202 , 0.03108462, 0.02745205]))"
d leite top chef 450,,"(('__label__chocolates,bombom', '__label__chocolates,chocolate', '__label__pães,pão', '__label__suplementos', '__label__chocolates,ovo'), array([0.08162379, 0.06900557, 0.05370728, 0.03735414, 0.03350585]))"
d leite zr sentir be,,"(('__label__chocolates,bombom', '__label__chocolates,chocolate', '__label__suplementos', '__label__doces', '__label__chocolates,choc'), array([0.03684152, 0.0261068 , 0.01248416, 0.01235593, 0.00821278]))"
tempero ingredientes da vida 12g menta,,"(('__label__chás,chá', '__label__chás,cha', '__label__temperos', '__label__conservas,pimenta', '__label__ingredientes'), array([0.61543924, 0.2173176 , 0.02662286, 0.01603002, 0.00938095]))"
tempero ingredientes da vida 12g mix de peixe,,"(('__label__temperos', '__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__jardinagem,semente'), array([0.39575616, 0.23872818, 0.06130539, 0.01637495, 0.00957023]))"
tempero ingredientes da vida 12g mix de frango,,"(('__label__temperos', '__label__conservas,pimenta', '__label__cães,ração', '__label__jardinagem,semente', '__label__chás,chá'), array([0.35890692, 0.0232714 , 0.00596861, 0.00552625, 0.0043961 ]))"
tempero 500g especial,,"(('__label__sal,sal', '__label__cafés,café', '__label__chás,erva', '__label__cafés,cafe', '__label__grãos,milho'), array([0.94680291, 0.02695165, 0.00549593, 0.00338822, 0.00163526]))"
mascara descartavel,,"(('__label__farmácia', '__label__conveniências,fita', '__label__cozinha,copo', '__label__papelaria,papel', '__label__cozinha,porta'), array([0.01085259, 0.0097844 , 0.00924297, 0.00807976, 0.00665843]))"
tomate seco quali vida 100g,,"(('__label__sucos,polpa', '__label__conservas,pimenta', '__label__legumes,cogumelo', '__label__grãos,semente', '__label__vinhos,""vinho'), array([0.08748715, 0.04109875, 0.02451114, 0.02355942, 0.02333085]))"
tortei sto antonio 500 g,,"(('__label__massas', '__label__frutas,uva', '__label__cafés,café', '__label__cafés,cafe', '__label__chocolates,chocolate'), array([0.06077222, 0.05551109, 0.03670024, 0.01960036, 0.0151954 ]))"
vinho villa di conco 750ml sauvignon blanc,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,""vinho', '__label__destilados,licor'), array([0.93923175, 0.01042355, 0.00435709, 0.00423227, 0.00315277]))"
vinho villa di conco 750ml syrah 2019,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,""vinho', '__label__vinhos,vita'), array([0.77038896, 0.02064589, 0.01057578, 0.00839252, 0.00820819]))"
batata palito excelsior 2kg congelada pre frita,,"(('__label__vegetais', '__label__pães,pao', '__label__aves,coxinha', '__label__aves,frango', '__label__arroz,arroz'), array([0.45016858, 0.01831422, 0.01410069, 0.01212893, 0.01164021]))"
batedor para sal inox argemak,,"(('__label__cozinha,bomba', '__label__cozinha,bico', '__label__cozinha,suporte', '__label__churrasco,espeto', '__label__cozinha,peneira'), array([0.0610951 , 0.04892429, 0.03156805, 0.03141828, 0.02573338]))"
"grampo p/fio c/ prego ate 2,5mm",,"(('__label__utensílios', '__label__farmácia', '__label__conveniências,fita', '__label__cozinha,porta', '__label__papelaria,papel'), array([0.01438587, 0.00590835, 0.00332774, 0.00308288, 0.00307853]))"
radite molho boff,,"(('__label__churrasco,carvão', '__label__produtos', '__label__jardinagem,semente', '__label__cabelo,pente', '__label__conveniências,cola'), array([0.034705  , 0.03382042, 0.02949264, 0.02158137, 0.01247637]))"
cascao sorvete chocolate,,"(('__label__ingredientes', '__label__sorvetes', '__label__doces', '__label__chocolates,ovo', '__label__cabelo,tintura'), array([0.38341594, 0.18300813, 0.0941106 , 0.03956373, 0.03264696]))"
kit banho pratic cortina+ tapete sortido,,"(('__label__corpo,esponja', '__label__corpo,bucha', '__label__cabelo,kit', '__label__cabelo,escova', '__label__cabelo,tinta'), array([0.02361691, 0.01860619, 0.0183134 , 0.01312852, 0.01025236]))"
file de tilapia 400g famitie,,"(('__label__peixes,filé', '__label__peixes,file', '__label__sucos,polpa', '__label__peixes,posta', '__label__peixes,peixe'), array([0.22051308, 0.13339536, 0.09531814, 0.0412345 , 0.02993741]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__biscoitos'), array([0.32718435, 0.23937017, 0.08182137, 0.03780204, 0.03020997]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__biscoitos'), array([0.32718435, 0.23937017, 0.08182137, 0.03780204, 0.03020997]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__biscoitos'), array([0.32718435, 0.23937017, 0.08182137, 0.03780204, 0.03020997]))"
bolinha 3 cm natal ss09307,,"(('__label__utensílios', '__label__cozinha,forma', '__label__cozinha,faca', '__label__cozinha,colher', '__label__cozinha,kit'), array([0.11305586, 0.06580555, 0.0226992 , 0.01962049, 0.01745746]))"
bolinha 5 cm natal ss09308,,"(('__label__cozinha,forma', '__label__utensílios', '__label__cozinha,colher', '__label__cozinha,prato', '__label__conveniências,fita'), array([0.05230688, 0.05025066, 0.02067759, 0.01574478, 0.01499267]))"
cabo telescopico 2 m,,"(('__label__cabelo,pente', '__label__cabelo,escova', '__label__cozinha,faca', '__label__churrasco,espeto', '__label__papelaria,tesoura'), array([0.26275626, 0.03786096, 0.0364355 , 0.02876866, 0.02389807]))"
cachepot grande pote 15 kisses,,"(('__label__cozinha,faca', '__label__ovos,ovos', '__label__higiene,fralda', '__label__farmácia', '__label__conveniências,velas'), array([0.03330072, 0.03212006, 0.02471099, 0.02318933, 0.01350026]))"
castanha de caju pct xerem 1 kg cajukente/ dom caju,,"(('__label__sucos,polpa', '__label__doces', '__label__laticínios,manteiga', '__label__biscoitos', '__label__peixes,filé'), array([0.48368722, 0.02764543, 0.02351954, 0.02019591, 0.01979862]))"
acai trufado pote 1lt avela,,"(('__label__sucos,suco', '__label__chocolates,chocolate', '__label__doces', '__label__ingredientes', '__label__suplementos'), array([0.12888351, 0.10794055, 0.05941074, 0.03718087, 0.03284076]))"
acai pote 2 lt natural zero,,"(('__label__doces', '__label__suplementos', '__label__chocolates,chocolate', '__label__ingredientes', '__label__chocolates,bombom'), array([0.09274632, 0.0719869 , 0.02003099, 0.01883582, 0.01017528]))"
acai trufado pote 1lt morango,,"(('__label__sucos,suco', '__label__sucos,polpa', '__label__suplementos', '__label__chocolates,chocolate', '__label__sucos,refresco'), array([0.48480034, 0.08716875, 0.08355769, 0.06241234, 0.03949584]))"
alho frito 500 g,,"(('__label__sal,sal', '__label__peixes,peixe', '__label__queijos,queijo', '__label__laticínios,manteiga', '__label__cafés,café'), array([0.22146007, 0.11223491, 0.04377346, 0.03621159, 0.02812727]))"
alicate de corte 8'' id-749a,,"(('__label__cozinha,tábua', '__label__cozinha,coador', '__label__cozinha,cortador', '__label__cozinha,abridor', '__label__cozinha,espremedor'), array([0.01847352, 0.018317  , 0.01462808, 0.01393484, 0.01353348]))"
alicate turquesa 11'' id-8860a,,"(('__label__utensílios', '__label__cozinha,porta', '__label__farmácia', '__label__conveniências,fita', '__label__conveniências,cola'), array([0.02578126, 0.01682791, 0.01252598, 0.01053955, 0.0081863 ]))"
alicate de cuticula id-5610a,,"(('__label__corpo,cortador', '__label__rosto,paleta', '__label__cozinha,abridor', '__label__rosto,pincel', '__label__corpo,aparelho'), array([0.04378748, 0.03706778, 0.01703903, 0.01371598, 0.00926781]))"
alicate de cuticula id-6805a,,"(('__label__corpo,cortador', '__label__rosto,paleta', '__label__cozinha,abridor', '__label__rosto,pincel', '__label__corpo,aparelho'), array([0.04378748, 0.03706778, 0.01703903, 0.01371598, 0.00926781]))"
luva mitenes para palma da mao de clorop,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,tábua', '__label__produtos', '__label__corpo,óleo'), array([0.10859701, 0.00812764, 0.00707868, 0.00582195, 0.00564008]))"
"gancho auto adesivo (suporta ate 1kg - abs, 2 unid.)",,"(('__label__utensílios', '__label__arroz,arroz', '__label__roupas,sabão', '__label__grãos,milho', '__label__feijão,feijão'), array([0.01661294, 0.00459709, 0.00354517, 0.00267234, 0.00258301]))"
clips de ferro com 50unid por pote,,"(('__label__doces', '__label__corpo,aparelho', '__label__laticínios,manteiga', '__label__utensílios', '__label__farmácia'), array([0.02788466, 0.00929229, 0.00854889, 0.0078771 , 0.00766544]))"
saco de polietileno para uso cozinha com,,"(('__label__medicamento', '__label__cozinha,forma', '__label__cozinha,conjunto', '__label__utensílios', '__label__cozinha,jogo'), array([0.46093684, 0.15173469, 0.05249768, 0.03334401, 0.02242186]))"
dai-porta objeto de plastico(polip. eno),,"(('__label__utensílios', '__label__cozinha,abridor', '__label__farmácia', '__label__jardinagem,semente', '__label__cozinha,escorredor'), array([0.69473684, 0.00551038, 0.00415422, 0.0031354 , 0.0030106 ]))"
clips duplo de ferro para escritorio 42u,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,tábua', '__label__cozinha,torneira', '__label__rosto,pincel'), array([0.08769733, 0.03385729, 0.02071263, 0.01685019, 0.01633981]))"
luva ver brilhus g,,"(('__label__utensílios', '__label__farmácia', '__label__bebê,fralda', '__label__higiene,fralda', '__label__pães,pão'), array([0.04161342, 0.01988546, 0.01512365, 0.00631886, 0.00605087]))"
brocolis buono gel 1.05kg,,"(('__label__higiene,alcool', '__label__higiene,álcool', '__label__automotivos,silicone', '__label__papelaria,caneta', '__label__rosto,corretivo'), array([0.12886094, 0.0587874 , 0.03339304, 0.01714741, 0.00813986]))"
ovo branco netto 10x c/20und gde,,"(('__label__ovos,ovo', '__label__utensílios', '__label__ovos,ovos', '__label__cozinha,""pote', '__label__cozinha,pote'), array([0.0477877 , 0.04171924, 0.03972052, 0.02180266, 0.01870279]))"
vinho gimenez tt casco viejo cab 750ml,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vita', '__label__vinhos,vho', '__label__vinhos,champagne'), array([0.09303866, 0.02920776, 0.01876201, 0.0183176 , 0.01097494]))"
vinho gimenez tt c viej char/viog 750ml,,"(('__label__vinhos,espumante', '__label__cozinha,pote', '__label__vinhos,vinho', '__label__destilados,cachaça', '__label__cozinha,garrafa'), array([0.03564695, 0.02972178, 0.02703238, 0.02420695, 0.02160983]))"
cesta de plastico c/160 pcs 71785,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,escorredor', '__label__cozinha,pote', '__label__cozinha,abridor'), array([0.18817447, 0.02637095, 0.01916999, 0.0182244 , 0.01818371]))"
cesta de plastico c/200 pcs 71900,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,escorredor', '__label__cozinha,abridor', '__label__cozinha,pote'), array([0.06884515, 0.01614211, 0.01258068, 0.01230327, 0.01164313]))"
cesta de plastico 71901,,"(('__label__utensílios', '__label__cozinha,abridor', '__label__cozinha,escorredor', '__label__cozinha,colher', '__label__cozinha,pote'), array([0.50590432, 0.02133456, 0.01996629, 0.01492195, 0.01179799]))"
cesta 26x26 9 cm id-5749c,,"(('__label__utensílios', '__label__cozinha,forma', '__label__cozinha,colher', '__label__cozinha,faca', '__label__cozinha,kit'), array([0.22915831, 0.05959124, 0.0581202 , 0.04566617, 0.03639875]))"
acucar refinado 1,,"(('__label__sal,sal', '__label__suplementos', '__label__cafés,café', '__label__ingredientes', '__label__queijos,queijo'), array([0.57878745, 0.09717729, 0.04111671, 0.02197031, 0.01120875]))"
broa de milho kg kg,,"(('__label__confeitaria,mistura', '__label__sucos,polpa', '__label__grãos,milho', '__label__peixes,filé', '__label__gatos,ração'), array([0.143691  , 0.12622401, 0.08148115, 0.06957498, 0.05830926]))"
couve maco und edi k,,"(('__label__verduras,alface', '__label__verduras,couve', '__label__conservas,pimenta', '__label__jardinagem,semente', '__label__produtos'), array([0.00609238, 0.00212584, 0.00208073, 0.001979  , 0.00196694]))"
espinafre maco und,,"(('__label__verduras,alface', '__label__temperos', '__label__cabelo,pente', '__label__queijos,queijo', '__label__verduras,couve'), array([0.03274104, 0.0137616 , 0.0107734 , 0.00724593, 0.00575898]))"
maca gala esp kg edi,,"(('__label__arroz,arroz', '__label__churrasco,carvão', '__label__doces', '__label__queijos,queijo', '__label__frios,mortadela'), array([0.00588151, 0.00503488, 0.00438354, 0.00419921, 0.00361585]))"
mass dc bol 45,,"(('__label__suplementos', '__label__farmácia', '__label__chocolates,bombom', '__label__vitaminas,vitamina', '__label__jardinagem,semente'), array([0.02734749, 0.00692175, 0.00637195, 0.0047656 , 0.00427282]))"
morango band und 200,,"(('__label__verduras,alface', '__label__chocolates,chocolate', '__label__legumes,cogumelo', '__label__verduras,salada', '__label__verduras,couve'), array([0.00734263, 0.0064319 , 0.00584655, 0.00575773, 0.00467533]))"
pao minuto 1,,"(('__label__cozinha,forma', '__label__cozinha,assadeira', '__label__cozinha,porta', '__label__cozinha,cacarola', '__label__papelaria,barbante'), array([0.11915748, 0.02501095, 0.01199579, 0.01087873, 0.00971554]))"
recheio goiaba 1kg 1,,"(('__label__sucos,polpa', '__label__doces', '__label__arroz,arroz', '__label__chocolates,chocolate', '__label__peixes,peixe'), array([0.32192376, 0.2238535 , 0.0806141 , 0.04246249, 0.04124947]))"
rucula maco und,,"(('__label__verduras,alface', '__label__temperos', '__label__verduras,couve', '__label__legumes,cogumelo', '__label__conservas,pimenta'), array([0.04975875, 0.04924138, 0.00627377, 0.00548833, 0.00519798]))"
nouve silico organico com 60 capsulas,,"(('__label__suplementos', '__label__vitaminas,vitamina', '__label__chás,chá', '__label__conservas,azeitona', '__label__farmácia'), array([0.15930225, 0.10243317, 0.01022406, 0.00945932, 0.00834703]))"
v ventus robles cha,,"(('__label__cozinha,porta', '__label__cozinha,colher', '__label__jardinagem,semente', '__label__conveniências,cola', '__label__vinhos,vinho'), array([0.00650038, 0.00481624, 0.00413301, 0.00354286, 0.0030849 ]))"
kit pente e esc m boni emb economica un 1x1 un,,"(('__label__eletro', '__label__bebê,fralda', '__label__mãos', '__label__papelaria,cadernos', '__label__embalagens'), array([0.05130965, 0.04714973, 0.03348531, 0.0297164 , 0.02786171]))"
chave combinada 10 x 10 mm id-427ch,,"(('__label__utensílios', '__label__papelaria,papel', '__label__farmácia', '__label__conveniências,fita', '__label__papelaria,caderno'), array([0.16722944, 0.05217613, 0.03812893, 0.03547607, 0.03088735]))"
chave de roda id-9940h,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,abridor', '__label__cozinha,coador', '__label__cozinha,escorredor'), array([9.55944479e-01, 1.45788584e-03, 1.44997553e-03, 8.65623006e-04,
       8.48702271e-04]))"
ovo cacau show copo times 160g,,"(('__label__chocolates,ovo', '__label__chocolates,chocolate', '__label__cozinha,forma', '__label__chocolates,bombom', '__label__ovos,ovo'), array([0.78824896, 0.10499512, 0.01629305, 0.01624211, 0.00841361]))"
copo de plastico,,"(('__label__cozinha,conjunto', '__label__cozinha,jogo', '__label__cozinha,colher', '__label__cozinha,cortador', '__label__cozinha,abridor'), array([0.08573351, 0.08496206, 0.0593869 , 0.04218083, 0.03859198]))"
couve mant fatia select g bdj 200g,,"(('__label__legumes,cogumelo', '__label__laticínios,manteiga', '__label__frutas,frutas', '__label__verduras,salada', '__label__frutas,uva'), array([0.02227014, 0.01277686, 0.0107328 , 0.01060469, 0.01047152]))"
"toalha de mesa (pvc, tam: 120cm x 150cm)",,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,faca', '__label__cozinha,escorredor', '__label__cozinha,jogo'), array([0.33087221, 0.07005733, 0.01524976, 0.01255052, 0.01073634]))"
ima com clipe de plastico 3 un,,"(('__label__cozinha,cortador', '__label__cozinha,forma', '__label__corpo,aparelho', '__label__cozinha,pote', '__label__cozinha,coador'), array([0.0242583 , 0.01993499, 0.01884132, 0.0155565 , 0.01521607]))"
dai-cilios posticos 1 par de polie. conte,,"(('__label__farmácia', '__label__rosto,paleta', '__label__cozinha,abridor', '__label__corpo,cortador', '__label__rosto,pincel'), array([0.02748595, 0.02613614, 0.0168375 , 0.01319384, 0.01015964]))"
saboneteira de poliestireno de uso domes,,"(('__label__medicamento', '__label__molhos', '__label__cozinha,jogo', '__label__cozinha,conjunto', '__label__cozinha,""panela'), array([0.92423004, 0.00814774, 0.00554874, 0.00491181, 0.00261084]))"
forro de polietileno aluminizado para ar,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,tábua', '__label__cozinha,torneira', '__label__rosto,pincel'), array([0.2095996 , 0.02245126, 0.01255132, 0.01214477, 0.00898398]))"
amendoim crocante 330 gr tradicional,,"(('__label__doces', '__label__biscoitos', '__label__chocolates,chocolate', '__label__ingredientes', '__label__chocolates,bombom'), array([0.42453295, 0.21760194, 0.18813886, 0.02663868, 0.01579858]))"
anthurium colours p12,,"(('__label__conveniências,cola', '__label__conveniências,fita', '__label__churrasco,carvão', '__label__produtos', '__label__papelaria,cola'), array([0.00280127, 0.0025726 , 0.0024313 , 0.00207986, 0.00189742]))"
aperitivo 900 ml vermouth tinto,,"(('__label__vinhos,vinho', '__label__destilados,licor', '__label__vinhos,""vinho', '__label__destilados,cachaça', '__label__destilados,vodka'), array([0.16303244, 0.0798332 , 0.03863635, 0.03191855, 0.01879948]))"
aspirador de piscina medio,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,escorredor', '__label__papelaria,bloco', '__label__cozinha,abridor'), array([0.87976533, 0.00420648, 0.00193832, 0.00174835, 0.00173055]))"
des aer giovanna baby rosa 150ml,,"(('__label__corpo,desodorante', '__label__bebê,mamadeira', '__label__sal,sal', '__label__cozinha,copo', '__label__bebê,kit'), array([0.46277836, 0.1559695 , 0.01465347, 0.01442843, 0.0133337 ]))"
"azeite vale argentino 375ml premium 0,01 % acidez vale argentino",,"(('__label__vinhos,vinho', '__label__cervejas,cerveja', '__label__destilados,cachaça', '__label__vinhos,""vinho', '__label__vinhos,espumante'), array([0.75280958, 0.02195126, 0.01714711, 0.01270322, 0.01071594]))"
"mordedor canino t-bone 11,5 cm unipet",,"(('__label__cães,coleira', '__label__cozinha,colher', '__label__churrasco,espeto', '__label__cozinha,tabua', '__label__cozinha,escumadeira'), array([0.00684602, 0.0045611 , 0.0045157 , 0.00414584, 0.00366912]))"
mordedor para pet com corda unipet,,"(('__label__cães,guia', '__label__cães,peitoral', '__label__pet', '__label__cães,coleira', '__label__cães,osso'), array([0.26936632, 0.21397112, 0.12577985, 0.09996551, 0.02528427]))"
mc flores 12 hastes,,"(('__label__chás,chá', '__label__utensílios', '__label__chás', '__label__chás,cha', '__label__sucos,suco'), array([0.01557644, 0.00892575, 0.00594633, 0.00535544, 0.0046667 ]))"
orquidea multiflora variada 4 haste,,"(('__label__utensílios', '__label__conveniências,vela', '__label__cozinha,porta', '__label__cabelo,pente', '__label__cabelo,kit'), array([0.02583051, 0.00831726, 0.00608649, 0.00474807, 0.00474205]))"
shimeji escuro lopes bj 200g (ca),,"(('__label__legumes,cogumelo', '__label__verduras,alface', '__label__temperos', '__label__verduras,couve', '__label__grãos,gergelim'), array([0.23178865, 0.07921003, 0.03467324, 0.02093292, 0.0189553 ]))"
quinoa 150gr,,"(('__label__churrasco,carvão', '__label__legumes,tomate', '__label__queijos,queijo', '__label__legumes,cogumelo', '__label__frios,salame'), array([0.01973933, 0.01966887, 0.01303942, 0.01115182, 0.01075781]))"
mc limonium rosa,,"(('__label__sal,sal', '__label__conveniências,velas', '__label__cozinha,porta', '__label__bebê,mordedor', '__label__conveniências,vela'), array([0.00742334, 0.00639528, 0.00614781, 0.00603736, 0.00602071]))"
creme kanechomn 1kg abacate,,"(('__label__cabelo,creme', '__label__cabelo,mascara', '__label__cabelo,máscara', '__label__cabelo,cr', '__label__feijão,feijão'), array([0.06289078, 0.054831  , 0.03621609, 0.0219309 , 0.0158231 ]))"
assadeira redonda n? 30 oliveira,,"(('__label__cozinha,forma', '__label__cozinha,frigideira', '__label__cozinha,assadeira', '__label__farmácia', '__label__cozinha,panela'), array([0.06989501, 0.03909929, 0.03832904, 0.03156373, 0.01962674]))"
forma de pudim n? 20 oliveira,,"(('__label__cozinha,forma', '__label__pães,pão', '__label__medicamento', '__label__farmácia', '__label__utensílios'), array([0.86098415, 0.02043928, 0.01975205, 0.01908601, 0.0086228 ]))"
trav ret alca porcel 19cm,,"(('__label__utensílios', '__label__cozinha,porta', '__label__cozinha,prato', '__label__cozinha,assadeira', '__label__cozinha,tigela'), array([0.06659435, 0.0287559 , 0.02674585, 0.02395866, 0.02231666]))"
assadeira qd alta 1 r.3246,,"(('__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__cozinha,forma', '__label__cabelo,escova', '__label__cozinha,cacarola'), array([0.31229496, 0.04984458, 0.04899581, 0.03542108, 0.03000014]))"
bananada vitao zero c/3 54g,,"(('__label__doces', '__label__chocolates,chocolate', '__label__chocolates,bombom', '__label__chocolates,ovo', '__label__farmácia'), array([0.25508299, 0.02160862, 0.01248674, 0.00601844, 0.00488581]))"
hortalica em vaso manjericao limoncino semear,,"(('__label__casa', '__label__frutas', '__label__papelaria,papelaria', '__label__conservas,pimenta', '__label__automotivos,automotivos'), array([0.21913797, 0.02406212, 0.01403684, 0.01022261, 0.00643169]))"
vinho afr.bco stellenbosch chn 750ml,,"(('__label__cozinha,garrafa', '__label__vinhos,espumante', '__label__cozinha,coqueteleira', '__label__vinhos,vita', '__label__destilados,gin'), array([0.08024661, 0.05488365, 0.05302191, 0.04953123, 0.04746036]))"
copo yangzi 420ml happy infantil 20736,,"(('__label__cozinha,conjunto', '__label__cozinha,kit', '__label__cozinha,jogo', '__label__bebê,fralda', '__label__farmácia'), array([0.12690122, 0.08111713, 0.06497371, 0.03830111, 0.03731289]))"
palmito ecologico 400g bandeja tolete,,"(('__label__legumes,tomate', '__label__conservas,palmito', '__label__legumes,pepino', '__label__vegetais', '__label__legumes,batata'), array([0.05188288, 0.04523239, 0.02859387, 0.02570203, 0.02132882]))"
palmito ecologico 500g bandeja coracao pupunha,,"(('__label__legumes,tomate', '__label__conservas,palmito', '__label__frutas,uva', '__label__legumes,batata', '__label__legumes,pepino'), array([0.08629903, 0.08162077, 0.04492383, 0.02536612, 0.02258054]))"
parafuso vaso sanitario latona,,"(('__label__utensílios', '__label__conveniências,fita', '__label__churrasco,carvão', '__label__jardinagem,semente', '__label__cozinha,torneira'), array([0.10958165, 0.00351458, 0.00169009, 0.00159129, 0.00157656]))"
saco de lixo brandao 100l c/ 5,,"(('__label__utensílios', '__label__cozinha,forma', '__label__cozinha,conjunto', '__label__farmácia', '__label__cozinha,jogo'), array([0.84707481, 0.00846509, 0.00375883, 0.00306238, 0.0027158 ]))"
saco de lixo brandao 50l c/ 10,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,forma', '__label__papelaria,pasta', '__label__papelaria,bloco'), array([9.93055284e-01, 7.49777188e-04, 3.49924143e-04, 1.87191603e-04,
       1.50121487e-04]))"
papel toalha branco flora 20cm,,"(('__label__cozinha,prato', '__label__jardinagem,vaso', '__label__utensílios', '__label__ovos,ovos', '__label__papelaria,papel'), array([0.05401477, 0.03755586, 0.03058744, 0.02705327, 0.0267058 ]))"
batata palha - materia prima,,"(('__label__biscoitos', '__label__pães,pão', '__label__doces', '__label__pães,pao', '__label__queijos,queijo'), array([0.27520797, 0.03450827, 0.02045304, 0.00949344, 0.00931066]))"
batata escovada - materia prim,,"(('__label__pães,pão', '__label__biscoitos', '__label__pães,pao', '__label__queijos,queijo', '__label__torradas,torrada'), array([0.02184848, 0.01297895, 0.00783553, 0.0047929 , 0.00394585]))"
escova dental sanifill fase 2,,"(('__label__higiene', '__label__cabelo,kit', '__label__cabelo,pente', '__label__pet', '__label__utensílios'), array([9.89508748e-01, 2.45628622e-03, 1.13322830e-03, 9.04495770e-04,
       7.17848772e-04]))"
metro plastico max 1m - ref.11,,"(('__label__utensílios', '__label__papelaria,estojo', '__label__cães,comedouro', '__label__cães,coleira', '__label__conveniências,fita'), array([0.04720711, 0.0236498 , 0.01450906, 0.0134422 , 0.0124341 ]))"
pao de queijo libre multigrao,,"(('__label__cozinha,forma', '__label__pães,pão', '__label__pães', '__label__utensílios', '__label__confeitaria,mistura'), array([0.24050865, 0.098795  , 0.08538365, 0.05922493, 0.04344323]))"
cafe sabor de minas 500g,,"(('__label__pães,pão', '__label__queijos,queijo', '__label__doces', '__label__laticínios,manteiga', '__label__pães,pao'), array([0.08826463, 0.06564596, 0.05683902, 0.05120529, 0.04503005]))"
envelope de papel estampa donald e marga,,"(('__label__temperos', '__label__embalagens', '__label__pássaros', '__label__desodorizadores', '__label__eletro'), array([0.26478761, 0.20106561, 0.06512326, 0.05036375, 0.04048527]))"
elastico de poliester para cabelo - hair,,"(('__label__cabelo,escova', '__label__corpo,esponja', '__label__cabelo,pente', '__label__rosto,pincel', '__label__cabelo,grampo'), array([0.39552408, 0.06464811, 0.04040556, 0.02685358, 0.01781963]))"
caixa de madeira com tampa transparente,,"(('__label__cozinha,tigela', '__label__cozinha,pote', '__label__utensílios', '__label__cozinha,jarra', '__label__cozinha,conjunto'), array([0.07738271, 0.05185961, 0.04560813, 0.04541446, 0.03631196]))"
empurrador de cuticula de aco inox - fin,,"(('__label__corpo,cortador', '__label__cozinha,batedor', '__label__cozinha,pegador', '__label__cozinha,cortador', '__label__cozinha,colher'), array([0.04907959, 0.03083705, 0.03042296, 0.02438181, 0.0242138 ]))"
escovinha de nylon para limpeza de unha,,"(('__label__corpo,cortador', '__label__corpo,lixa', '__label__rosto,pincel', '__label__corpo,esponja', '__label__cozinha,tábua'), array([0.25025275, 0.10824672, 0.05567089, 0.05014871, 0.02157957]))"
bala frutas refrescantes 87g,,"(('__label__chocolates,chocolate', '__label__chocolates,bombom', '__label__corpo,sabonete', '__label__suplementos', '__label__chás,chá'), array([0.024373  , 0.01695421, 0.01479304, 0.01472882, 0.00879432]))"
bolacha delicias da tia vera nata c/ goiabada 200g,,"(('__label__biscoitos', '__label__doces', '__label__chocolates,chocolate', '__label__pães,pão', '__label__ingredientes'), array([0.78621954, 0.03842322, 0.01830694, 0.01111095, 0.0099112 ]))"
bolacha delicias da tia vera nata 200g,,"(('__label__biscoitos', '__label__ingredientes', '__label__chocolates,chocolate', '__label__queijos,queijo', '__label__pães,pão'), array([0.93365669, 0.00584518, 0.00522008, 0.00462142, 0.00399195]))"
